� � � � � � Product ID,� � � � � � Product Name,� � � � � � Price,� � � � � � Discount(%),No. of Sells,� � � � � � City,� � � � � � SKU,Revenue,No of reviews,Country
326125059,Best Quality Casual T-shirt's for men,89,56% Off,N/A,Dhaka,326125059_BD-1571146741,#VALUE!,A,BD
319637932,Superlative Understated -Craftsmanship and Trendy -Mens Premium Blank T-shirt Color-AKY ,,,,,,,,
316546601,Manfare's Premium Quality Combed Cotton T-Shirt I MF-502,427,9% Off,171,Dhaka,316546601_BD-1432760808,73017,27,BD
132978625,Yellow TShirt Exclusive Comfortable Cotton Half Sleeve  For Mans,162,76% Off,48,Dhaka,132978625_BD-1054338919,7776,7,BD
266185268,Ladies T-Shirt Short Sleeve For Women(Extra Long Size),225,55% Off,602,Rangpur,266185268_BD-1950936835,135450,100,BD
191924342,High Quality White Cotton T-shirt & 2 Quarter Pants For Man - T Shirt For Man - T Shirt - T Shirt,257,63% Off,648,Dhaka,191924342_BD-1138827462,166536,42,BD
405317160,Life Line design Best Quality Casual গেঞ্জি ছেলেদের new tshirt | Half Sleeve genji for man,99,50% Off,44,Dhaka,405317160_BD-2008812790,4356,4,BD
325941738,Premium Quality soft & comfortable mesh fabric Full Sleeve T-Shirt for winter,287,64% Off,1200,Rajshahi,325941738_BD-1566332103,344400,109,BD
324438854,Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,92,51% Off,13,Dhaka,324438854_BD-1552801963,1196,3,BD
284387274,Half Sleeve T-Shirts for Men - Round Neck Comfort and Style,70,30% Off,343,Dhaka,284387274_BD-2015366003,24010,53,BD
343936383,Multi Color T Shirt For Men - Comfortable,96,45% Off,10,Dhaka,343936383_BD-1677676120,960,2,BD
340802784,Black Combo T-Shirt & trouser Pant For Man,420,30% Off,N/A,Dhaka,340802784_BD-1670787600,#VALUE!,4,BD
274718679,Spider Man Black Cotton T-Shirt For Men - T Shirt For Man - T Sirt,259,14% Off,14,Khulna,274718679_BD-1251070030,3626,A,BD
234920729,GREY COLOUR COTTON LONG SLEEVE CASUAL T-SHART  FOR MEN .,170,34% Off,109,Dhaka,234920729_BD-1177844719,18530,9,BD
210484778,Islamic Quotes Printed T Shirt - Design 70,161,36% Off,19,Dhaka,210484778_BD-1160530956,3059,2,BD
411316799,Style casual homme cool T-Shirts Summer Poly Cotton Tops Tees Print T Shirt Men Loose T-Shirt Homme Fashion Tshirts - T-Shirt,99,67% Off,N/A,Dhaka,411316799_BD-2034509858,#VALUE!,A,BD
323936362,Best Quality Casual T-shirt's for men,109,56% Off,767,Dhaka,323936362_BD-1546632505,83603,26,BD
359584226,Black T-Shirt And White Trouser for Men - Soft fabric and comfortable,447,53% Off,86,Dhaka,359584226_BD-1775220185,38442,12,BD
324508931,White Cotton Full Sleeve Casual T-Shirt For Men - Embrace Comfort and Style in Any Season,325,46% Off,86,Dhaka,324508931_BD-1553166807,27950,12,BD
318234571,Premta Ovishotto Printed T Shirt For Men,99,50% Off,352,Dhaka,318234571_BD-1450187309,34848,16,BD
312779213,Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,299,40% Off,6,Dhaka,312779213_BD-1403131489,1794,2,BD
308099296,Superb Understated -Craftsmanship and Trendy -New Fashion Ladies Short Sleeve T-Shirt High Quality- Blue- Progressively Better,190,46% Off,307,Dhaka,308099296_BD-1382411083,58330,46,BD
343677261,White Love Degin Tshirt Jarsy Women,108,43% Off,73,Dhaka,343677261_BD-1675677849,7884,3,BD
344165440,Green Color T-Shirt And 2 Quarter Pant For Men,299,25% Off,276,Dhaka,344165440_BD-1678642471,82524,28,BD
343707800,2 pis combo New Desing Soft & Comfortable T-shirt For Men,193,40% Off,210,Dhaka,343707800_BD-1676576880,40530,18,BD
351379838,premium quality t-shirt for men white  colour,129,36% Off,N/A,Dhaka,351379838_BD-1723148580,#VALUE!,1,BD
311211045,Black Half Sleeve Round Neck T-Shirt for Men - Classic Men's T Shirt - Comfortable and Stylish Wear,113,43% Off,192,Dhaka,311211045_BD-1396364443,21696,18,BD
346210904,White Cotton Combo T-Shirt & trouser Pant For Man,383,52% Off,6,Dhaka,346210904_BD-1694267649,2298,2,BD
313696632,Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,239,52% Off,16,Dhaka,313696632_BD-1407078456,3824,4,BD
326223321,Best Quality Casual T-shirt's for men,79,77% Off,34,Dhaka,326223321_BD-1573067899,2686,4,BD
347628176,Black Summer Combo T-Shirt & Pant for Men,280,49% Off,123,Dhaka,347628176_BD-1700433578,34440,9,BD
321326663,Casual T-Shirts Half Sleeve - Enjoy Effortless Style - Round Neck - Perfect Casual Wear - Suitable for All Seasons,70,30% Off,5,Dhaka,321326663_BD-2018868144,350,3,BD
245854096,Bts Logo Printed Summer Wear Round Neck T-Shirt For Men - T Shirt,207,72% Off,21,Dhaka,245854096_BD-1190111719,4347,3,BD
335865320,Stylish Casual T-Shirt for men,83,72% Off,141,Dhaka,335865320_BD-1634740305,11703,14,BD
121391018,Winter Men's Long Sleeve T-shirt Trendy Top Bottom - T-Shirt,420,46% Off,154,Dhaka,121391018_BD-1041067655,64680,4,BD
318209982,stylist printed Cotton Half Sleeve T-Shirt ( Set ) & 3 Quester  Pant for Men,250,62% Off,23,Dhaka,318209982_BD-1450100981,5750,1,BD
278376571,White Colour Cotton Half Sleeve T Shirt For Men,143,64% Off,16,Dhaka,278376571_BD-1260502204,2288,3,BD
233653111,Stripe Rabbit Super Cute T-Shirt For Men - T Shirt For Man - À¦—À§‡À¦Žà§À¦Œà¦¿ À¦›À§‡À¦²À§‡À¦¦À§‡À¦° - T Shirt,150,57% Off,N/A,Dhaka,233653111_BD-1176323932,#VALUE!,1,BD
344113908,Black Combo  T-Shirt And 2 Quarter Pant For Men..,245,39% Off,29,Dhaka,344113908_BD-1678517380,7105,3,BD
363553327,Fashionable New Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt,80,68% Off,10,Dhaka,363553327_BD-1795405710,800,1,BD
367068701,Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man,99,50% Off,N/A,Dhaka,367068701_BD-1829922411,#VALUE!,2,BD
336540973,Blue Color Chaina Fabrics Long Sleeve Men's T- Shairt,153,62% Off,101,Dhaka,336540973_BD-1638848593,15453,4,BD
178189380,Men's T-Shirts Collection King Printed,198,64% Off,272,Dhaka,178189380_BD-1118523099,53856,31,BD
344029390,New Desing Digital printed Boys T-shirt/ Tshirt For Men/ T-shirt,99,50% Off,96,Dhaka,344029390_BD-1678351261,9504,7,BD
319338418,Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,240,52% Off,N/A,Dhaka,319338418_BD-1465311172,#VALUE!,3,BD
346151854,Never Cardy Stylish Casual T-Shirt for men,109,50% Off,13,Dhaka,346151854_BD-1693732952,1417,1,BD
343887137,Best Quality Black  Casual T-shirt's for men,110,50% Off,64,Dhaka,343887137_BD-1677411205,7040,1,BD
218586999,BLUE COLOR COTTON LONG SLEEVE CASUAL T-SHART FOR MEN.,151,40% Off,35,Dhaka,218586999_BD-1166379952,5285,3,BD
385780875,Antik Mahmud Slick Tshirt,562,6% Off,10,Dhaka,385780875_BD-1925657601,5620,2,BD
295188592,Best Quality T-Shirt for Men - Versatile and Stylish - Perfect for Casual Outings in Any Season,79,61% Off,186,Dhaka,295188592_BD-1305664153,14694,18,BD
124248437,Solid White Jersey Tshirt - Genji - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man,150,40% Off,208,Dhaka,124248437_BD-1044526287,31200,39,BD
343677280,Maroon Love Degin Tshirt Jarsy Women,102,46% Off,354,Dhaka,343677280_BD-1675697169,36108,28,BD
276110801,Black Full  Sleeve T Shirt For Men - T Shirt,250,50% Off,76,Dhaka,276110801_BD-1254776379,19000,7,BD
303985671,Best Quality Casual T-shirt's For Men - Kurti,349,56% Off,9,Dhaka,303985671_BD-1355033052,3141,1,BD
343981041,White Color T-Shirt And 2 Quarter Pant For Men,311,31% Off,6,Dhaka,343981041_BD-1677700415,1866,3,BD
322114015,Mens Cotton T-shirt  Highway One,344,31% Off,17,Dhaka,322114015_BD-1503662427,5848,1,BD
313956423,New Design Fashion DropShoulder Half Sleeve T-Shirt For Men,210,61% Off,67,Dhaka,313956423_BD-1408977283,14070,5,BD
161158125,Premium Sweatshirt For Men IMPORTED Winter Collection Full Sleeve - T Shirt - T Shirt For Man - T Shirt - T Sirt,200,56% Off,193,Dhaka,161158125_BD-1093062815,38600,16,BD
324426331,Two Pieces Combo Set | Sleeveless T-Shirts & Short Pants for Men -  Summer Combo 2pcs Set T-Shirts and Quarter Half Pant | Rizma | Black,275,31% Off,N/A,Dhaka,324426331_BD-1698586122,#VALUE!,1,BD
336720957,Jokhar Premium Quality - stylish new T Shirt - Casual Exclusive half Sleeve T Shirt For Men - T Shirt,95,52% Off,11,Dhaka,336720957_BD-1640777755,1045,1,BD
318655181,Black Colour Solid Round Neck Tshirt For Men & Women,180,N/A,32,Chattogram,318655181_BD-1564923416,5760,1,BD
230782611,"Alphabet Letter ""R"" T-Shirt For Men'S - T Shirt For Man - T Shirt For Man - T Shirt",260,N/A,613,Dhaka,230782611_BD-1174130230,159380,35,BD
229177471,Premium Quality T-Shirt For Man,95,50% Off,669,Dhaka,229177471_BD-1172860608,63555,68,BD
226403158,T-shirt and 2 Quarter Pants  for Man-Black - T Shirt For Man - T Shirt For Man - T Shirt For Man,296,34% Off,601,Dhaka,226403158_BD-1170953756,177896,52,BD
343973633,Black T-Shirt And 2 Quarter Pant For Men,296,34% Off,9,Dhaka,343973633_BD-1677691990,2664,7,BD
267066529,Half Sleeve T-Shirt For Men - Round Collar and Soft & Comfortable Cotton Fabric,98,51% Off,381,Dhaka,267066529_BD-1238780136,37338,32,BD
213114442,Upscale Need - Demon Slayer Tanjiro Kamado White Poly Cotton Anime T-Shirt - T Shirt - Sensible - Must Have,179,49% Off,163,Dhaka,213114442_BD-1471642249,29177,31,BD
311206442,Black Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,135,46% Off,48,Dhaka,311206442_BD-1396360424,6480,6,BD
299019874,Staley T Shirt For Mans,420,42% Off,25,Dhaka,299019874_BD-1328035244,10500,4,BD
202245147,White Printed Exclusive Summer Combo T-Shirt & Pant - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt - গেঞ্জি ছেলেদের,299,40% Off,492,Dhaka,202245147_BD-1149840548,147108,53,BD
410509854,Mens Premium Blank T-shirt - Lavanderash 100% Cotton,240,60% Off,N/A,Dhaka,410509854_BD-2029894924,#VALUE!,A,BD
297949342,Texpark'S Stylish T-Shirt For Men- Cycle (Ts-224),249,38% Off,120,Dhaka,297949342_BD-1322033080,29880,21,BD
275036596,smart full sleeve tshirt for men - T Shirt For Man - T Shirt For Man - T Shirt,189,67% Off,24,Dhaka,275036596_BD-1252285023,4536,8,BD
230785022,"Alphabet Letter ""M"" T-Shirt For Men'S - T Shirt For Man - T Shirt",125,52% Off,689,Dhaka,230785022_BD-1174127140,86125,57,BD
220634020,Jersey Full Sleeve Tshirt for Menz Fashion,220,N/A,19,Dhaka,220634020_BD-1167820999,4180,2,BD
185706580,Naruto Eight Trigrams Sealing Style Anime Black Cotton T-Shirt for Men,280,7% Off,52,Khulna,185706580_BD-1131517928,14560,10,BD
173862594,T Shirt For Men'S (Love Red Black) - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt,114,54% Off,384,Dhaka,173862594_BD-1110552307,43776,19,BD
173224038,Taiwan Cvc Half Sleeve T-Shirts For Men - T Shirt For Man,130,57% Off,3400,Dhaka,173224038_BD-1109712205,442000,190,BD
323271204,Chainsaw man T-shirt Oversized Drop shoulder Street wear  Banga Kun Shop Fashion Men Anime T-shirt,550,N/A,203,Dhaka,323271204_BD-1539546298,111650,33,BD
271091291,New Styile Full Sleeve   t-shirt for Men,248,45% Off,826,Dhaka,271091291_BD-1242809441,204848,101,BD
266723402,Half Sleeve Fashionable Round Neck Tshirt,125,58% Off,60,Dhaka,266723402_BD-1238362049,7500,16,BD
223899607,Captain america tshirt for men new collection 2024 | All over printed tshirt for men | Marvel super hero tshirt collection,430,4% Off,9,Dhaka,223899607_BD-1359105983,3870,3,BD
183652968,Versatile -Half Sleeve Cotton T-Shirt For Men - Black - Tshirt For Men - T Shirt For Man - T Shirt For Man - T Shirt- Avant-garde,134,33% Off,851,Dhaka,183652968_BD-1128119441,114034,73,BD
343884332,New Desing Soft & Comfortable T-shirt For Men,99,55% Off,11,Dhaka,343884332_BD-1677434060,1089,A,BD
164482017,New stylist printed  Collection Full Sleeve T- Shirt,250,29% Off,188,Dhaka,164482017_BD-1097236725,47000,12,BD
384023340,Panda design Best Quality Casual গেঞ্জি ছেলেদের Trendy t- shirt | Half Sleeve genji for man,95,52% Off,7,Dhaka,384023340_BD-1921599312,665,A,BD
344137672,BMW Design T shirt for mens/t shirt/t shirt for man/tshirt/টি শার্ট/গেঞ্জি ছেলেদের/t-shirt/ছেলেদের গেঞ্জি/গেঞ্জি/genji/tshirt for men/ganji/টি শার্ট নিউ 2023/টি শার্ট ছেলেদের/boys t shirt/গেঞ্জি ছেলেদের new,99,50% Off,5,Dhaka,344137672_BD-1678566409,495,A,BD
300266022,Product details of fashion tops ladies short sleeve casual girl's new t-shirt,199,43% Off,74,Khulna,300266022_BD-1334042865,14726,8,BD
267941331,V-Neck Black Long Sleeve T-Shirt For Men,249,38% Off,10,Dhaka,267941331_BD-1550023864,2490,2,BD
227603626,Black And White Cotton Half Sleeve T Shirt For Men-Ero Blue,141,72% Off,468,Dhaka,227603626_BD-1723510047,65988,42,BD
367068394,Tshirt dizin top tee New Exclusive Short Sleeve Tshirt For Men Buy Online At Best Prices In Bangladesh - Genji,96,52% Off,41,Dhaka,367068394_BD-1829805740,3936,5,BD
347859424,Soft & Comfortable Half Sleeve & Round Collar Printed Black T-Shirt For Men - Comfort for Summer Wear,85,66% Off,42,Dhaka,347859424_BD-1703440031,3570,3,BD
183993538,YouTube Black Cotton Short Sleeves T-Shirt For Men(You tube Logo) - T Shirt For Man - T Shirt - T Shirt For Man - T Shirt,122,N/A,98,Dhaka,183993538_BD-1128651608,11956,19,BD
112072540,Fashionable Cotton Short Sleeve T-Shirt  for Men - T Shirt - T Shirt,137,82% Off,8400,Dhaka,112072540_BD-1173977473,1150800,407,BD
366504621,SMUG Premium Contrast T-Shirt - Fabric Is Soft and Comfortable -White,293,55% Off,47,Dhaka,366504621_BD-1827052602,13771,9,BD
344838797,2PS Combo Pack//Jersey T-Shirts//Printed T-Shirts//Casual Tops For Men's//Black T-Shirts,199,34% Off,96,Dhaka,344838797_BD-1685842328,19104,7,BD
327626425,Black Combo Set Half Sleeve T-Shirt & Quarter Pant For Men - T Shirt & Pant For Boys,356,41% Off,403,Dhaka,327626425_BD-1598643751,143468,21,BD
325598069,New Half Sleeve Premium Cotton T-Shirt Genji,200,50% Off,51,Chattogram,325598069_BD-1564361617,10200,11,BD
271010444,Next Printed Men's T-Shirt II Half Sleeve Round Neck - Comfortable to Wear in Summer Season,97,51% Off,438,Dhaka,271010444_BD-1242692594,42486,45,BD
183930293,Men's Drop Shulder White Half-Sleeve T-Shirt with Round Neck -Comfort for Everyday Wear,365,36% Off,344,Dhaka,183930293_BD-1801642861,125560,35,BD
318237491,Gan diben na Plz Printed T Shirt For Men,99,50% Off,243,Dhaka,318237491_BD-1450191175,24057,13,BD
276113276,Black Full  Sleeve T Shirt For Men,240,60% Off,3400,Dhaka,276113276_BD-1254770975,816000,357,BD
324794950,Black Full Sleeve Winter T-Shirt For Men - 170+GSM - Round Neck - Classic and Versatile -,240,40% Off,399,Dhaka,324794950_BD-1555427841,95760,69,BD
301816398,Fashion Short Sleeve T-Shirt For Man,190,61% Off,172,Dhaka,301816398_BD-1416084977,32680,13,BD
261495342,Effortless and Affordable Style for Your Everyday Look - T Shirt For Man,70,30% Off,787,Dhaka,261495342_BD-2015228616,55090,145,BD
348806146,"Travel T-shirt Tshirt For Men- ""Travel More"" - T Shirt For Man - T Shirt For Man - T Shirt For Ma",399,43% Off,6,Dhaka,348806146_BD-1713179224,2394,A,BD
306465050,Manfare's Premium Quality Stylish T Shirt - MF-498,427,22% Off,280,Dhaka,306465050_BD-1597503899,119560,51,BD
299409583,Black Cotton Combo T-Shirt & 2quarter Pant For Man - T Shirt,296,26% Off,1800,Dhaka,299409583_BD-1329812851,532800,146,BD
299035121,Premium Cotton T Shirt For Mans,298,59% Off,12,Dhaka,299035121_BD-1328057461,3576,1,BD
297950304,Texpark'S Islamic Half Sleeve Round Neck T-Shirt For Men - Smile - Comfortable and Stylish Wear,249,38% Off,219,Dhaka,297950304_BD-1322026887,54531,27,BD
175688805,Leebas Cotton Comfort Halfsleeve Tshirt for Men,335,38% Off,2500,Dhaka,175688805_BD-1114148991,837500,258,BD
143584637,white Printed Cotton Long Sleeve T-Shirt For Men,210,68% Off,76,Dhaka,143584637_BD-1067926048,15960,10,BD
409782365,Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man,89,55% Off,N/A,Dhaka,409782365_BD-2025582549,#VALUE!,2,BD
311208190,Black Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,143,43% Off,63,Dhaka,311208190_BD-1396368320,9009,10,BD
191918528,High Quality White Cotton T-shirt & 2 Quarter Pants For Man - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man,259,63% Off,783,Dhaka,191918528_BD-1138830197,202797,40,BD
343874235,Gach Tshirt For men / Boys T-shirt/ | Half Sleeve genji for man,96,52% Off,92,Dhaka,343874235_BD-1677249441,8832,10,BD
323501515,Best Quality Casual T-shirt's for men,89,56% Off,26,Dhaka,323501515_BD-1541191430,2314,5,BD
208080104,Olive Polyester&Cotton Short Sleeve T-Shirt For Men Code-2000 - Genji - T Shirt For Man - T Shirt - T Shirt For Man,160,54% Off,193,Dhaka,208080104_BD-1158123539,30880,19,BD
131534095,Cotton Short Sleeve T-shirt for Men,158,21% Off,45,Dhaka,131534095_BD-1051758599,7110,3,BD
121366717,Fashionable Men's Cotton Suitable Full Sleeve & Round Neck T-Shirt - Comfortable and Soft Fabrics for Men,305,39% Off,183,Dhaka,121366717_BD-1041039528,55815,40,BD
344042867,Half Sleeve T-Shirt For Men - Round Collar and Soft & Comfortable Fabric,83,76% Off,8,Dhaka,344042867_BD-1678383887,664,A,BD
325166958,White Premium Quality Full Sleeve T-Shirt for Men - Classic and Versatile Wardrobe Essential,255,57% Off,565,Dhaka,325166958_BD-1559472040,144075,59,BD
240101625,Stylish & Fahionable T-Shirt For Women - T Shirt For Women,204,63% Off,484,Dhaka,240101625_BD-1183482763,98736,52,BD
324533492,Full Sleeve T-Shirt For Men - A Wardrobe Essential with a Round Neck - Suitable for All Seasons - Perfect Casual Wear,219,37% Off,344,Dhaka,324533492_BD-1553238138,75336,30,BD
323514454,Women's Round Neck Short Sleeve Casual Cotton T-Shirt for Ladies From LEVIN,309,12% Off,48,Dhaka,323514454_BD-1541284652,14832,10,BD
315423750,Premium quality T-shirt for men,259,60% Off,155,Rajshahi,315423750_BD-1450076877,40145,25,BD
304691075,Best Quality Casual  T-shirt's for men,88,56% Off,23,Dhaka,304691075_BD-1359935631,2024,3,BD
292940660,Polo Shirt Export Quality For Man - T Shirt - T Shirt,249,N/A,76,Dhaka,292940660_BD-1552393832,18924,9,BD
105958346,White Round Neck Short Sleeve T-Shirt For Men - T Shirt - T Shirt For Man,138,66% Off,59,Dhaka,105958346_BD-1020874862,8142,10,BD
325169758,Navy Blue Premium Quality Full Sleeve T-Shirt for Men,255,57% Off,8,Dhaka,325169758_BD-1559467077,2040,5,BD
324322510,Short Sleeve T-Shirt & Quarter Pant for Men – Short Hata T Shirt & Short Pant | Two Pieces Combo Set | Rizma,278,44% Off,6,Dhaka,324322510_BD-1698542754,1668,1,BD
305299931,Orisaz Men's Premium Blank T Shirt - Combo (Maroon & Black),699,26% Off,29,Chattogram,305299931_BD-1529866628,20271,11,BD
241841576,Versatile -Choice and Remark -T-Shirt And 2 Quarter Pants For Man - Genji - T Sirt- Avant-garde Qualityful - Easy To care and Longive,277,38% Off,109,Dhaka,241841576_BD-1185333561,30193,29,BD
241841534,Combo T-shirt and 2 Quarter Pants for Man - T Shirt,347,23% Off,205,Dhaka,241841534_BD-1185328673,71135,22,BD
226393549,T-shirt and 2 Quarter Pants  for Man-Black - T-Shirt - T Shirt For Man - T Shirt For Man - T Shirt For Man - T Shirt - T Shirt For Man,296,34% Off,1300,Dhaka,226393549_BD-1170955737,384800,147,BD
344007071,White Combo T-Shirts & Pants for Men - Stylish Matching Sets - Easy to Use And Maintain - Comfortable and Fashionable T-Shirts and Pants,272,32% Off,5,Dhaka,344007071_BD-1678237969,1360,A,BD
298559524,Black Color Cotton Long Sleeve Casual T-Shirt For Men,182,34% Off,82,Dhaka,298559524_BD-1325278190,14924,6,BD
267778570,Back Bencher  T-Shirts For Man| Half Sleeve T Shirt For Men,99,45% Off,145,Dhaka,267778570_BD-1239728369,14355,6,BD
411422470,Smiles with the Casual Smile T-Shirt for Men - T Shirt for Man - A Round Neck Casual Wear for Everyday Comfort and a Stylish Look,99,50% Off,N/A,Dhaka,411422470_BD-2035130160,#VALUE!,A,BD
260483215,Bangladesh Map Fashionable Tshirt,109,61% Off,64,Dhaka,260483215_BD-1219695696,6976,3,BD
252017025,Tiktok Up Half Sleeve T-Shirt For Men - T Shirt For Man - T Sirt,135,29% Off,30,Dhaka,252017025_BD-1197443117,4050,6,BD
299439313,White Black Cotton Combo T-Shirt & Trouser Pant For Man-Black T-Shirt And Pant For Men - T Shirt For Man,437,27% Off,150,Dhaka,299439313_BD-1329945071,65550,23,BD
188999173,Whimsical Refined Taste -Understated -Choice and Remark -Naruto Uzumaki White Anime T-Shirt- Avant-garde- Unique Inspiration,159,55% Off,89,Dhaka,188999173_BD-1161129330,14151,11,BD
173080292,Manfare'S All-Over Men'S Premium Half Sleeve Casual T-Shirt I MF-221,427,22% Off,397,Dhaka,173080292_BD-1219008873,169519,81,BD
149308782,Stylish Men'S Short Sleeve T-Shirt - Navy Step Polo - T Sirt - T Shirt - T Shirt,159,72% Off,152,Dhaka,149308782_BD-1075618251,24168,18,BD
324796575,White Full  Sleeve T Shirt For Men,240,40% Off,653,Dhaka,324796575_BD-1555405635,156720,75,BD
324301976,premium Quality long sylep T shirt,299,34% Off,77,Dhaka,324301976_BD-1552426471,23023,14,BD
321186733,New Casual T Shirt For Men/T Shirt For Men/ Mens T Shirt/ Genji,96,44% Off,N/A,Dhaka,321186733_BD-1490740552,#VALUE!,1,BD
290571295,Combo Pack (2Pcs) Cotton Full Sleeve  T-Shirt For Men - T Shirt,415,45% Off,326,Dhaka,290571295_BD-1293968095,135290,77,BD
326998230,Antik Mahmud Classic Tshirt Red and White,557,7% Off,170,Dhaka,326998230_BD-1588651730,94690,18,BD
318236540,Pera nai Chill Printed T Shirt For Men,99,50% Off,68,Dhaka,318236540_BD-1450181676,6732,11,BD
259505098,Synthetic Alphabet S T-Shirt For Men - Innovative & Qualityful Easy To Care Long-Lasting - Round Neck and Perfect Casual Wear - Suitable for All Season,108,43% Off,162,Dhaka,259505098_BD-1213327604,17496,15,BD
336614131,Black & White Color Cotton Long Sleeve Exclusive Men's T- Shairt.,140,60% Off,312,Dhaka,336614131_BD-1639440933,43680,18,BD
278158676,Smart Full Sleeve T Shirt For Men - T Shirt For Man - T Shirt,189,66% Off,203,Dhaka,278158676_BD-1260094725,38367,19,BD
276109753,Black Full  Sleeve T Shirt For Men,250,50% Off,249,Dhaka,276109753_BD-1254773994,62250,27,BD
182322312,dark glowing radium day night black  t shirt for mans - T Shirt - T Shirt,195,29% Off,26,Dhaka,182322312_BD-1412355525,5070,8,BD
367051120,Beautiful and Peaceful Islam Printed Casual T-Shirt For Man - A Round Neck Casual Wear Reflecting Your Cultural Identity,99,50% Off,36,Dhaka,367051120_BD-1829614682,3564,5,BD
301092134,White Cotton Combo: T-Shirt & Pant For Men - Complete Set with T-Shirt and Two Quarter Pants for Effortless Style,299,25% Off,327,Dhaka,301092134_BD-1337856184,97773,27,BD
279789131,Manfare's Premium Solid T Shirt Combo (MF-459),1019,32% Off,60,Dhaka,279789131_BD-1265138432,61140,13,BD
139900722,Digital Printed T-Shirt For Men - Tshirt For Men - T Shirt,135,55% Off,15100,Dhaka,139900722_BD-1194612846,2038500,586,BD
367083369,Multi Color T Shirt For Men - Comfortable,96,52% Off,N/A,Dhaka,367083369_BD-1830039740,#VALUE!,2,BD
355820288,Smart Tshirt For Men - T Shirt For Man - T Shirt,85,57% Off,17,Dhaka,355820288_BD-1750554178,1445,2,BD
346319810,White Sleeveless T-Shirt And 2 Quarter Pant For Men,278,30% Off,7,Dhaka,346319810_BD-1694953741,1946,1,BD
191630906,Trendy Casual Half Sleeve Printed T-Shirt For Men - Tshirt For Men,97,51% Off,695,Dhaka,191630906_BD-1138584106,67415,49,BD
115236165,Casual Men's T-Shirt - White - Half Sleeve Round Neck - Comfortable to Wear in Summer Season,135,55% Off,2000,Dhaka,115236165_BD-1210508371,270000,138,BD
325765919,New Half Sleeve Premium Cotton T-Shirt Genji,95,76% Off,44,Chattogram,325765919_BD-1565074491,4180,8,BD
128608998,White Cotton T-Shirt For Men,104,85% Off,249,Dhaka,128608998_BD-1048460589,25896,8,BD
300264573,New style  cute  Black Cotton T-shirt for Women,220,45% Off,2300,Dhaka,300264573_BD-1334046703,506000,324,BD
226475601,Terry Cotton Grey Color Full Sleeve T Shirt For Men,230,60% Off,56,Dhaka,226475601_BD-1170992483,12880,11,BD
142598009,Funny Men T Shirt White T-Shirt Tshirts Digital Print  T-Shirt - T-Shirt - T Shirt,120,60% Off,1700,Dhaka,142598009_BD-1213129254,204000,140,BD
335008344,T-Shirt Photo Printing High-Quality Customize T-Shirt Printing own name,,,,,,,,
326446163,Premium Quality Soft & Comfortable Mash Fabric Full Sleeve T-Shirt for Men - Round Neck Ideal for All Season,309,64% Off,515,Rajshahi,326446163_BD-1574359856,159135,40,BD
322240278,New Fashion Ladies Short Sleeve T-Shirt High Quality,199,56% Off,356,Dhaka,322240278_BD-1506174859,70844,59,BD
231700587,White Color Stylist Printed Cotton Half Sleeve T-Shirt (Set) For Men - T-Shirt - Stay Cool and Stylish with this Casual Set,399,39% Off,149,Dhaka,231700587_BD-1174821852,59451,10,BD
325178018,Go Bold with the Black Premium Quality Full Sleeve T-Shirt for Men - Round Neck Casual Wear for Statement Fashion,255,57% Off,19,Dhaka,325178018_BD-1559474261,4845,7,BD
324731250,Black Cotton Full Sleeve Casual T-Shirt For Men,350,42% Off,166,Dhaka,324731250_BD-1555045210,58100,21,BD
133498633,High quality plane black t shirt for men,500,N/A,38,Dhaka,133498633_BD-1059398365,19000,3,BD
325230856,Black  Premium Quality Full Sleeve T-Shirt for Men,220,63% Off,N/A,Dhaka,325230856_BD-1559705389,#VALUE!,2,BD
367074879,Brand New Model Tshirt For Men In Bangladesh - T Shirt For Man,96,52% Off,22,Dhaka,367074879_BD-1830089201,2112,3,BD
220966850,Full Sleeve Menz Fashionable Tshirt - T Shirt For Man - T Shirt,125,44% Off,43,Dhaka,220966850_BD-1168000787,5375,9,BD
311320694,Dark Blue Cotton short Sleeve t shirts for men- half sleeve round neck t shirt for men,141,44% Off,22,Dhaka,311320694_BD-1397279565,3102,4,BD
275162784,Black full sleeve cotton T shirt for men - T Shirt For Man,230,54% Off,43,Dhaka,275162784_BD-1252637242,9890,5,BD
106134736,Blue Cotton Short Sleeve T-Shirt for Men - T Shirt,141,62% Off,21,Dhaka,106134736_BD-1021090755,2961,6,BD
